1 30.441
2 29.6647
4 30.719
8 31.2649
16 30.3667
32 30.6243
65 30.8322
131 30.3564
262 30.0323
524 30.0857
1048 30.1447
2097 31.4087
4194 29.9788
8388 30.5399
16777 30.1344
33554 31.294
67108 30.6232
