1 11.0117
2 10.9031
4 10.9101
8 10.8225
16 10.8882
32 12.0665
65 11.0853
131 10.932
262 11.0409
524 11.4281
1048 11.8481
2097 13.0017
4194 12.1049
8388 16.2882
16777 18.304
