256 0.000371
512 0.000406
1024 0.000315
2048 0.000783
4096 0.001455
8192 0.003384
16384 0.007138
32768 0.016364
65536 0.004135
131072 0.006901
262144 0.012015
524288 0.021658
1048576 0.041938
2097152 0.085206
4194304 0.172545
8388608 0.334353
16777216 0.830754
