256 0.000399
512 0.000785
1024 0.000517
2048 0.000968
4096 0.001559
8192 0.003281
16384 0.006863
32768 0.013929
65536 0.002832
131072 0.006489
262144 0.012123
524288 0.021573
1048576 0.043467
2097152 0.084519
4194304 0.171695
8388608 0.338959
16777216 0.734860
