256 0.000252
512 0.000595
1024 0.000073
2048 0.000150
4096 0.000483
8192 0.001117
16384 0.001341
32768 0.002630
65536 0.001412
131072 0.002841
262144 0.005796
524288 0.011522
1048576 0.023607
2097152 0.046341
4194304 0.093614
8388608 0.186775
16777216 0.373793
